SAPNo;Cena w TD;Waluta
2123116;1111,31;PLN
2123695;130,74;PLN
2123965;3232,03;PLN
2125124;1506,60;PLN
2126783;23,11;PLN
2126857;393,31;PLN
2126858;393,31;PLN
2126939;393,31;PLN
2126940;267,22;PLN
2126941;420,21;PLN
2126992;10592,70;PLN
2128207;40,61;PLN
2128210;49,28;PLN
2128837;32524,11;PLN
2129245;133,66;PLN
2129839;69,37;PLN
2130871;665,33;PLN
2130873;1766,67;PLN
2130875;1034,31;PLN
2130877;3076,85;PLN
2130879;1637,53;PLN
2130881;448,05;PLN
2130883;1170,82;PLN
2130885;1027,54;PLN
2130887;2144,59;PLN
2130903;72,42;PLN
2130904;199,98;PLN
2131151;2852,48;PLN
2131696;2077,72;PLN
2133168;11651,99;PLN
2133327;2172,03;PLN
2136006;115,47;PLN
2137948;402,11;PLN
2138159;631,88;PLN
2138610;2304,82;PLN
2141287;64,36;PLN
2141898;244,00;PLN
2142036;106,05;PLN
2142063;479,86;PLN
2142067;186,71;PLN
2142069;344,41;PLN
2142169;263,39;PLN
2142881;71,23;PLN
2142882;45,96;PLN
2142883;45,96;PLN
2142884;45,68;PLN
2142903;6925,66;PLN
2143278;1162,46;PLN
2144737;556,84;PLN
2144738;553,30;PLN
2145634;330,78;PLN
2145635;384,26;PLN
2145706;500,39;PLN
2146968;1572,32;PLN
2147159;2171,30;PLN
2147161;1595,29;PLN
2148780;103,52;PLN
2148789;63,22;PLN
2148790;63,22;PLN
2148791;63,22;PLN
2148836;599,18;PLN
2148840;331,84;PLN
2148841;360,82;PLN
2148842;360,82;PLN
2148843;360,82;PLN
2148845;463,93;PLN
2148846;679,96;PLN
2148847;679,96;PLN
2148848;679,96;PLN
2149407;1318,11;PLN
2149408;3081,74;PLN
2149411;2119,66;PLN
2149421;1050,69;PLN
2149422;1880,30;PLN
2149423;1880,20;PLN
2149424;1880,30;PLN
2149425;912,31;PLN
2149426;1498,51;PLN
2149427;1480,63;PLN
2149428;1498,51;PLN
2149429;641,58;PLN
2149430;973,22;PLN
2149431;973,22;PLN
2149432;973,22;PLN
2149433;49,48;PLN
2150451;1740,30;PLN
2150533;97,61;PLN
2151402;51,44;PLN
2151442;219,71;PLN
2151446;141,35;PLN
2151544;70,31;PLN
2151546;170,32;PLN
2151569;164,79;PLN
2152918;1904,13;PLN
2152979;661,57;PLN
2153121;9967,36;PLN
2153717;1217,40;PLN
2154504;7175,95;PLN
2154745;431,38;PLN
2155842;10731,85;PLN
2155928;364,33;PLN
2156060;69,58;PLN
2156145;69,58;PLN
2156151;498,60;PLN
2156218;761,11;PLN
2156298;151,96;PLN
2156319;127,08;PLN
2156777;1846,55;PLN
2156778;628,01;PLN
2156827;45,29;PLN
2157066;4511,14;PLN
2157199;71,86;PLN
2157203;142,47;PLN
2157205;45,29;PLN
2157207;45,29;PLN
2157221;136,25;PLN
2157224;204,73;PLN
2157357;62,30;PLN
2157392;103,52;PLN
2157393;199,90;PLN
2157444;2798,59;PLN
2157446;2876,55;PLN
2157448;2876,55;PLN
2157464;63,22;PLN
2157465;283,93;PLN
2157468;63,22;PLN
2157952;225,53;PLN
2160848;6278,41;PLN
2160859;8328,09;PLN
2160860;1145,50;PLN
2160891;32409,62;PLN
2160970;605,35;PLN
2161139;1374,07;PLN
2161780;1737,04;PLN
2161783;2350,16;PLN
2161796;1470,67;PLN
2161797;1605,58;PLN
2162091;21093,28;PLN
2162092;7874,26;PLN
2162093;12049,58;PLN
2162110;2099,33;PLN
2162111;1937,66;PLN
2162142;9497,96;PLN
2162143;34126,66;PLN
2162144;26054,62;PLN
2162162;86,53;PLN
2162230;2381,37;PLN
2162767;56109,68;PLN
2163419;1748,40;PLN
2163420;1959,01;PLN
2163422;1593,16;PLN
2163423;1811,07;PLN
2163424;2112,91;PLN
2163425;2264,43;PLN
2163640;153,92;PLN
2163762;6463,96;PLN
2167080;43,88;PLN
2167139;116,64;PLN
2167284;172,96;PLN
2167285;174,29;PLN
2167286;174,29;PLN
2167287;255,07;PLN
2167288;334,81;PLN
2167289;317,94;PLN
2167290;313,56;PLN
2167291;311,54;PLN
2167292;181,43;PLN
2167293;180,31;PLN
2167294;186,54;PLN
2169539;43,88;PLN
2170888;142,76;PLN
2170999;4241,89;PLN
2171122;180,77;PLN
2171151;106,09;PLN
2171152;58,56;PLN
2171168;1283,94;PLN
2171312;806,98;PLN
2171582;415,54;PLN
2171628;120,46;PLN
2171691;203,10;PLN
2171769;625,09;PLN
2171770;1059,32;PLN
2171929;136,15;PLN
2171930;154,87;PLN
2171931;183,65;PLN
2171933;325,38;PLN
2171935;395,73;PLN
2171936;395,82;PLN
2171937;374,05;PLN
2171938;474,98;PLN
2171939;498,73;PLN
2171940;1025,17;PLN
2171941;1246,84;PLN
2172907;71,45;PLN
2172920;86,41;PLN
2172921;85,35;PLN
2172922;85,35;PLN
2172923;85,69;PLN
2172924;85,69;PLN
2172925;85,96;PLN
2172926;85,96;PLN
2172927;85,07;PLN
2172928;86,59;PLN
2173734;916,54;PLN
2173784;3929,49;PLN
2174937;4738,53;PLN
2174967;21087,34;PLN
2175363;665,83;PLN
2178513;287,42;PLN
2179039;245,31;PLN
2180015;868,52;PLN
2180792;13938,33;PLN
2180793;23252,41;PLN
2181258;61,48;PLN
2181280;355,89;PLN
2181281;124,00;PLN
2181888;1685,78;PLN
2181891;2210,93;PLN
2186795;93,77;PLN
2187490;243,83;PLN
2187491;569,98;PLN
2187492;651,13;PLN
2187493;1510,06;PLN
2187494;189,27;PLN
2187495;498,96;PLN
2187789;1336,05;PLN
2189041;370,53;PLN
2189042;280,86;PLN
2189043;225,56;PLN
2189044;280,52;PLN
2189049;370,04;PLN
2189050;313,89;PLN
2189051;454,62;PLN
2189054;56,49;PLN
2189993;13,36;PLN
2190565;106861,20;PLN
2192997;946,53;PLN
2195149;108,06;PLN
2195150;625,94;PLN
2195151;58,98;PLN
2195265;58,98;PLN
2195266;119,84;PLN
2195440;186,57;PLN
2195498;15064,14;PLN
2195604;222,13;PLN
2195956;2648,21;PLN
2197031;114,09;PLN
2197706;234,09;PLN
2197973;23,77;PLN
2197978;496,46;PLN
2198053;4858,16;PLN
2198054;6209,47;PLN
2198072;18,51;PLN
2198314;115,51;PLN
2199000;2641,32;PLN
2199496;17077,33;PLN
2199870;86,92;PLN
2200578;193,38;PLN
2200589;194,06;PLN
2200590;270,90;PLN
2201194;310,18;PLN
2201223;275,14;PLN
2201293;419,41;PLN
2202173;36065,99;PLN
2203639;1770,65;PLN
2204338;1882,12;PLN
2205629;3384,22;PLN
2205713;2454,87;PLN
2205714;3790,06;PLN
2205715;5475,97;PLN
2205753;188,77;PLN
2207076;128,74;PLN
2209971;79,21;PLN
2209972;65,40;PLN
2210835;14931,45;PLN
2211174;49,91;PLN
2214891;7067,69;PLN
2215108;103,89;PLN
2218261;1608,05;PLN
2218315;57,62;PLN
2218318;49,84;PLN
2218320;36,74;PLN
2218321;39,82;PLN
2218322;43,41;PLN
2218323;33,52;PLN
2218325;36,05;PLN
2218327;53,33;PLN
2218330;50,24;PLN
2218331;29,10;PLN
2218332;29,10;PLN
2218333;39,72;PLN
2218334;50,24;PLN
2218337;43,19;PLN
2218339;43,41;PLN
2218340;50,32;PLN
2218344;36,05;PLN
2218345;53,20;PLN
2218348;40,14;PLN
2218349;32,59;PLN
2218350;46,67;PLN
2218354;32,57;PLN
2218355;29,10;PLN
2218358;36,10;PLN
2218362;43,30;PLN
2218363;71,99;PLN
2218364;46,91;PLN
2218367;43,25;PLN
2218368;36,74;PLN
2218370;40,35;PLN
2218379;32,57;PLN
2218381;50,50;PLN
2218382;32,57;PLN
2218387;36,08;PLN
2218388;43,41;PLN
2218390;36,05;PLN
2218391;50,24;PLN
2218392;64,48;PLN
2218393;40,35;PLN
2218396;50,24;PLN
2218397;43,30;PLN
2218405;43,41;PLN
2218406;32,74;PLN
2218407;36,08;PLN
2218408;32,74;PLN
2218409;32,74;PLN
2218413;36,23;PLN
2218414;32,57;PLN
2218415;40,14;PLN
2218417;50,50;PLN
2218421;50,50;PLN
2218423;41,32;PLN
2218424;36,05;PLN
2218425;50,50;PLN
2218426;43,19;PLN
2218716;2895,56;PLN
2218717;2295,13;PLN
2218718;1957,41;PLN
2218898;213,99;PLN
2218920;202,37;PLN
2219409;117,21;PLN
2219410;29,39;PLN
2219411;29,39;PLN
2219412;44,10;PLN
2219413;51,15;PLN
2219414;50,29;PLN
2219930;426,10;PLN
2219959;128,47;PLN
2219986;163,55;PLN
2220052;1407,84;PLN
2220053;1407,84;PLN
2220292;34,92;PLN
2220410;22,10;PLN
2220412;272,00;PLN
2221572;81,17;PLN
2221674;1514,84;PLN
2222015;27,28;PLN
2222471;538,69;PLN
2223630;282,19;PLN
2223633;283,72;PLN
2223634;320,80;PLN
2223636;321,95;PLN
2223637;358,16;PLN
2223639;357,71;PLN
2223640;448,69;PLN
2223641;445,06;PLN
2223642;446,67;PLN
2223643;642,48;PLN
2223644;1199,60;PLN
2223646;643,86;PLN
2223647;883,86;PLN
2223649;887,06;PLN
2223650;157,52;PLN
2223652;2746,59;PLN
2223655;3765,37;PLN
2223656;4717,91;PLN
2223658;2194,19;PLN
2223659;2202,29;PLN
2223882;1394,66;PLN
2224703;66987,70;PLN
2224753;2418,34;PLN
2225130;13322,74;PLN
2225288;242,57;PLN
2225782;5602,82;PLN
2225848;165389,39;PLN
2225957;120,90;PLN
2226648;43676,31;PLN
2228964;12444,99;PLN
2229258;17,53;PLN
2230591;2767,92;PLN
2230592;113,51;PLN
2230593;1824,19;PLN
2230594;311,97;PLN
2230595;1834,03;PLN
2230597;1834,03;PLN
2230635;1834,03;PLN
2230636;1624,76;PLN
2230637;1834,03;PLN
2230638;1834,03;PLN
2230640;952,33;PLN
2230898;5805,41;PLN
2231285;144,75;PLN
2231706;2787,84;PLN
2231713;232,46;PLN
2231714;697,05;PLN
2232079;104,23;PLN
2232403;144,92;PLN
2232444;180,44;PLN
2232577;241,96;PLN
2232633;5855,54;PLN
2232642;130,70;PLN
2232703;863,43;PLN
2232704;1567,79;PLN
2232705;409,03;PLN
2232706;9077,81;PLN
2232707;7547,85;PLN
2232718;3398,06;PLN
2233843;2261,34;PLN
2233997;4464,92;PLN
2233998;634,68;PLN
2234184;2145,07;PLN
2234212;9314,75;PLN
2234589;635,05;PLN
2234590;941,93;PLN
2235091;57,94;PLN
2235093;49,13;PLN
2237135;4321,69;PLN
2238016;229,92;PLN
2238198;95,81;PLN
2238427;292,24;PLN
2238429;231,73;PLN
2239269;225,38;PLN
2239494;310,44;PLN
2239902;2128,60;PLN
2239903;142,82;PLN
2239911;14997,46;PLN
2240487;2326,47;PLN
2241385;6429,58;PLN
2241387;8466,15;PLN
2241388;2938,64;PLN
2241536;5985,86;PLN
2241566;172,94;PLN
2241985;8993,99;PLN
2242125;2990,57;PLN
2242126;29906,81;PLN
2242187;4782,31;PLN
2243023;334,01;PLN
2243024;334,01;PLN
2243025;334,01;PLN
2243026;334,01;PLN
2243100;427,62;PLN
2243858;259,12;PLN
2243947;49,16;PLN
2243982;31,75;PLN
2243984;29,40;PLN
2243986;29,40;PLN
2244098;29,40;PLN
2244169;44,15;PLN
2244171;44,15;PLN
2244173;44,15;PLN
2244175;44,15;PLN
2244177;44,15;PLN
2244179;44,25;PLN
2244553;1203,77;PLN
2246370;557,64;PLN
2247088;487,55;PLN
2247113;44,45;PLN
2247296;679,92;PLN
2247315;262,47;PLN
2252465;13952,36;PLN
2252483;852,78;PLN
2252484;759,89;PLN
2252787;72309,47;PLN
2252996;1532,53;PLN
2253243;53271,53;PLN
2253539;26664,05;PLN
2253540;37250,31;PLN
2253542;79990,57;PLN
2253586;42,69;PLN
2256470;228,18;PLN
2256868;69269,01;PLN
2257547;180,52;PLN
2259664;415,44;PLN
2259817;43,30;PLN
2259824;39825,95;PLN
2259924;2770,29;PLN
2260478;219,37;PLN
2262780;411,60;PLN
2263396;78,84;PLN
2263502;144,93;PLN
2263669;28,26;PLN
2264442;43,34;PLN
2264443;43,46;PLN
2265256;956,74;PLN
2265677;58,56;PLN
2265757;5771,42;PLN
2265995;590,85;PLN
2266001;9270,64;PLN
2266002;6853,65;PLN
2266004;672,76;PLN
2266567;1461,10;PLN
2266943;23,08;PLN
2266944;56,88;PLN
2266945;56,01;PLN
2266946;56,01;PLN
2266947;56,01;PLN
2266948;56,01;PLN
2266949;56,01;PLN
2266950;56,01;PLN
2268744;516,61;PLN
2268746;444,86;PLN
2269130;4650,94;PLN
2269812;185,66;PLN
2269987;12308,81;PLN
2270060;12898,59;PLN
2270061;21083,94;PLN
2271588;138,17;PLN
2271640;2340,37;PLN
2271659;1770,69;PLN
2272670;96,13;PLN
2272687;82,22;PLN
2272712;85,99;PLN
2272715;140,85;PLN
2272725;133,96;PLN
2272731;88,54;PLN
2272778;116,91;PLN
2274316;32869,75;PLN
2275337;128,25;PLN
2275341;48,87;PLN
2275347;116,30;PLN
2275348;87,10;PLN
2275356;47,52;PLN
2275362;92,70;PLN
2275363;123,09;PLN
2275376;128,12;PLN
2275378;106,00;PLN
2275389;82,62;PLN
2275390;97,97;PLN
2275392;99,86;PLN
2277719;4389,54;PLN
2277743;20657,65;PLN
2277823;14047,26;PLN
2278820;697,98;PLN
2278858;53,20;PLN
2278860;31,15;PLN
2278862;31,57;PLN
2278863;31,61;PLN
2278891;129,10;PLN
2278905;387,15;PLN
2278928;3487,00;PLN
2278929;3487,00;PLN
2279019;546,91;PLN
2279027;91,51;PLN
2279028;58,62;PLN
2279092;1789,40;PLN
2279110;481,70;PLN
2279111;546,91;PLN
2279112;546,91;PLN
2279180;822,03;PLN
2279181;1020,33;PLN
2279337;572,33;PLN
2281471;351,64;PLN
2281782;345,19;PLN
2281783;267,94;PLN
2281784;222,57;PLN
2281790;1251,07;PLN
2281791;1504,02;PLN
2281800;919,81;PLN
2281802;1641,81;PLN
2283779;2414,12;PLN
2283876;179,96;PLN
2285718;3699,41;PLN
2285810;2417,48;PLN
2287299;4521,40;PLN
2288481;229,72;PLN
2288625;1443,64;PLN
2289293;2654,86;PLN
2289351;1329,05;PLN
2289593;8801,67;PLN
2289746;3699,37;PLN
2289894;505,76;PLN
2291397;2415,95;PLN
2291713;43,67;PLN
2291871;6202,12;PLN
2292050;229,72;PLN
2292320;1917,51;PLN
2293818;541,31;PLN
2293819;728,10;PLN
2294133;2802,30;PLN
2294220;802,58;PLN
2294221;806,24;PLN
2294222;806,24;PLN
2294599;120,16;PLN
2294664;83,48;PLN
2295032;207,14;PLN
2295554;865,47;PLN
2295557;2963,96;PLN
2295558;2789,60;PLN
2295774;4847,32;PLN
2298798;1031,31;PLN
2299352;2159,66;PLN
2299634;78,40;PLN
2299635;78,40;PLN
2299924;78,40;PLN
2299961;71,65;PLN
2300184;201,30;PLN
2300185;229,36;PLN
2300186;228,60;PLN
2300187;228,60;PLN
2300188;145,88;PLN
2300189;136,53;PLN
2300190;137,52;PLN
2300191;136,53;PLN
2300192;106,85;PLN
2300787;117,73;PLN
2302023;127,11;PLN
2302917;26505,97;PLN
2304029;128,29;PLN
2304291;56,83;PLN
2305056;25791,81;PLN
2305149;390,38;PLN
2305273;1015,71;PLN
2305428;250,03;PLN
2305429;250,07;PLN
2305654;4637,43;PLN
2305655;3686,99;PLN
2305660;381,84;PLN
2305661;381,84;PLN
2305662;381,84;PLN
2305663;236,75;PLN
2305664;319,12;PLN
2305665;247,48;PLN
2305670;250,07;PLN
2306336;354,17;PLN
2306337;354,17;PLN
2306338;354,22;PLN
2306339;271,09;PLN
2306341;1905,57;PLN
2306402;145,53;PLN
2306404;351,73;PLN
2307095;516,44;PLN
2307792;69,30;PLN
2308456;5602,82;PLN
2308873;2536,66;PLN
2310034;6701,75;PLN
2310050;512,31;PLN
2310432;130,07;PLN
2310833;1957,52;PLN
2310970;192,14;PLN
2310972;160,12;PLN
2310974;36,57;PLN
2310976;91,47;PLN
2312012;296,41;PLN
2313513;1494,31;PLN
2313514;2884,07;PLN
2313962;68,73;PLN
2314064;5432,83;PLN
2314065;5054,91;PLN
2314066;4785,94;PLN
2314072;716,57;PLN
2314179;112,91;PLN
2314401;53,31;PLN
2314402;68,12;PLN
2314403;79,46;PLN
2314404;78,64;PLN
2314635;583,66;PLN
2315587;1061,71;PLN
2315809;2293,73;PLN
2315982;2270,11;PLN
2315983;1661,67;PLN
2315984;2900,87;PLN
2315985;2274,34;PLN
2315986;2896,34;PLN
2315987;2270,11;PLN
2315988;438,61;PLN
2316130;1566,47;PLN
2316290;545,32;PLN
2316415;3693,67;PLN
2316713;573,82;PLN
2317032;105,40;PLN
2317034;104,28;PLN
2317036;104,28;PLN
2317038;103,28;PLN
2317131;138,67;PLN
2318175;642,76;PLN
2320133;2835,29;PLN
2320134;14139,01;PLN
2320136;19778,68;PLN
2320138;28048,08;PLN
2320706;205,20;PLN
2320832;2329,74;PLN
2320834;644,88;PLN
2321155;317,10;PLN
2321527;1409,11;PLN
2321529;1408,97;PLN
2321707;107,73;PLN
2322166;179,48;PLN
2322167;182,64;PLN
2322168;179,48;PLN
2322169;154,65;PLN
2322210;260,62;PLN
2322770;203,78;PLN
2322953;86,69;PLN
2323083;40,03;PLN
2323138;1002,28;PLN
2323297;785,75;PLN
2323490;86,75;PLN
2324113;325,28;PLN
2324134;56499,08;PLN
2324179;415,68;PLN
2325002;2989,72;PLN
2325012;128,47;PLN
2325013;163,33;PLN
2326680;174,53;PLN
2326681;212,43;PLN
2327874;128,78;PLN
2328326;756,44;PLN
2328758;86,48;PLN
2328759;86,48;PLN
2328778;86,48;PLN
2328779;86,48;PLN
2328848;253,53;PLN
2328849;66,41;PLN
2328850;799,47;PLN
2328851;178,20;PLN
2329597;101,76;PLN
2329600;564,58;PLN
2329601;95,04;PLN
2329602;86,48;PLN
2329603;84,98;PLN
2329604;86,48;PLN
2329610;86,48;PLN
2329611;86,48;PLN
2329612;95,04;PLN
2329613;95,04;PLN
2329871;542,15;PLN
2330658;565,46;PLN
2330948;86,92;PLN
2331190;1825,67;PLN
2331365;40367,05;PLN
2331515;400,91;PLN
2331516;52,12;PLN
2331517;546,81;PLN
2331518;495,90;PLN
2331738;51,57;PLN
2334418;409,43;PLN
2334765;1838,59;PLN
2334774;1268,51;PLN
2334903;9937,06;PLN
2336527;4196,12;PLN
2336571;21444,67;PLN
2336572;405,92;PLN
2336955;147,27;PLN
2336956;148,38;PLN
2337025;152,06;PLN
2338116;968,34;PLN
2338119;46,98;PLN
2338333;187,18;PLN
2338955;3779,27;PLN
2339037;78,92;PLN
2339345;148,38;PLN
2339348;589,88;PLN
2339349;594,52;PLN
2340087;2985,11;PLN
2340484;745,37;PLN
2342871;137,66;PLN
2342900;147,40;PLN
2343221;990,85;PLN
2343222;1273,57;PLN
2344129;507,44;PLN
2344130;454,04;PLN
2344240;436,82;PLN
2345016;181,95;PLN
2345018;403,90;PLN
2345080;332,92;PLN
2345121;1547,18;PLN
2345122;1461,26;PLN
2345123;4494,98;PLN
2345124;4230,32;PLN
2346008;124,62;PLN
2346092;190,89;PLN
2348338;37831,12;PLN
2348691;189,67;PLN
2348695;498,31;PLN
2348696;376,19;PLN
2349353;439,00;PLN
2349573;113,14;PLN
2349574;219,70;PLN
2349831;4013,08;PLN
2349832;103,46;PLN
2350252;994,01;PLN
2350253;296,85;PLN
2351161;60,82;PLN
2351296;394,36;PLN
2351802;23230,09;PLN
2353185;104,08;PLN
2353489;261,69;PLN
2353519;206,09;PLN
2353902;56,74;PLN
2354649;40090,89;PLN
2355568;51,37;PLN
2355570;57,81;PLN
2355937;40072,49;PLN
2356301;1382,02;PLN
2356417;656,19;PLN
2356803;305,51;PLN
2356806;379,02;PLN
2356807;439,54;PLN
2356809;439,54;PLN
2356921;439,54;PLN
2356954;1558,24;PLN
2357263;776,83;PLN
2357264;346,73;PLN
2357413;13,88;PLN
2357852;512,24;PLN
2357928;291,44;PLN
2358007;452,09;PLN
2358737;12,23;PLN
2359355;1677,43;PLN
2359356;2265,12;PLN
2359357;2009,11;PLN
2359358;2513,98;PLN
2359359;1625,84;PLN
2359360;2113,42;PLN
2359361;1989,56;PLN
2359362;2710,38;PLN
2359463;48,99;PLN
2359466;62,62;PLN
2359467;57,72;PLN
2359468;82,61;PLN
2360169;379,41;PLN
2361374;565,85;PLN
2361375;565,85;PLN
2361376;565,85;PLN
2361377;477,97;PLN
2361378;796,62;PLN
2361379;796,58;PLN
2361410;796,62;PLN
2361411;796,62;PLN
2361620;99,99;PLN
2361808;1273,53;PLN
2361931;1966,20;PLN
2362243;206,39;PLN
2362244;375,52;PLN
2362795;440,78;PLN
2364132;1267,82;PLN
2364302;1161,72;PLN
2364303;234,20;PLN
2365480;202,40;PLN
2366000;1470,07;PLN
2368858;648,42;PLN
2368896;22774,78;PLN
2369495;67,35;PLN
2369638;30,51;PLN
2369681;353,60;PLN
2369682;580,25;PLN
2369686;346,79;PLN
2369722;117,06;PLN
2369726;60,94;PLN
2369730;60,94;PLN
2369734;60,31;PLN
2369738;71,91;PLN
2370236;1748,34;PLN
2370243;101,41;PLN
2370345;1935,98;PLN
2370346;1856,83;PLN
2370347;1856,98;PLN
2371191;232,32;PLN
2371451;70,31;PLN
2371452;70,31;PLN
2371645;103,91;PLN
2371684;85574,44;PLN
2371753;372,30;PLN
2374709;21539,00;PLN
2375314;7252,44;PLN
2378086;697,05;PLN
2378444;40,08;PLN
2379071;16032,18;PLN
2379113;15618,95;PLN
2379178;24990,05;PLN
2379382;2395,30;PLN
2379688;392,32;PLN
2385316;1312,07;PLN
2385681;11700,61;PLN
2385920;1176,98;PLN
2385921;1176,98;PLN
2385922;1176,98;PLN
2385923;1098,28;PLN
2386602;760,79;PLN
2387147;37179,79;PLN
2387221;40080,99;PLN
2390656;3228,44;PLN
2391232;339,72;PLN
2391527;174,69;PLN
2391536;566,19;PLN
2391637;73,53;PLN
2393139;3877,21;PLN
2393625;1046,10;PLN
2393749;1924,04;PLN
2393791;26725,39;PLN
2393794;32523,88;PLN
2394052;174,78;PLN
2394189;309,42;PLN
2394236;639,93;PLN
2394832;40081,76;PLN
2395151;759,22;PLN
2396033;23,99;PLN
2396259;926,71;PLN
2400788;1253,89;PLN
2400800;73,50;PLN
2400880;207,17;PLN
2401555;31,63;PLN
2401746;2808,38;PLN
2402489;751,75;PLN
2402504;46,54;PLN
2402509;62106,44;PLN
2402513;47452,48;PLN
2402559;1812,61;PLN
2402773;9468,06;PLN
2402776;11720,44;PLN
2402777;23216,51;PLN
2402845;134,23;PLN
2402898;1638,36;PLN
2403731;2072,16;PLN
2407210;4490,41;PLN
2407411;210,22;PLN
2407449;1267,70;PLN
2407496;629,62;PLN
2407497;1245,44;PLN
2407530;1267,75;PLN
2408057;912,93;PLN
2408059;890,75;PLN
2408781;1325,87;PLN
2411012;251,83;PLN
2411050;3367,20;PLN
2411051;4825,36;PLN
2411052;4819,53;PLN
2411053;10330,27;PLN
2411054;10330,27;PLN
2411055;10139,14;PLN
2411909;157,12;PLN
2412413;1360,78;PLN
2412414;2149,22;PLN
2412415;2332,07;PLN
2412416;4754,16;PLN
2412419;687,15;PLN
2412423;477,99;PLN
2412426;114,16;PLN
2412431;3135,79;PLN
2412433;6357,57;PLN
2412434;4415,25;PLN
2412435;5887,05;PLN
2412436;7358,27;PLN
2412437;10299,22;PLN
2412515;34,67;PLN
2412530;175,74;PLN
2414931;6976,36;PLN
2415372;155,62;PLN
2415380;369,55;PLN
2415575;650,11;PLN
2415833;55984,31;PLN
2416987;13933,55;PLN
2417409;847,45;PLN
2417412;847,45;PLN
2417413;847,45;PLN
2417414;422,11;PLN
2417415;72,63;PLN
2417507;392,16;PLN
2417508;396,32;PLN
2417509;1118,81;PLN
2417520;828,10;PLN
2418035;1178,10;PLN
2418621;508,65;PLN
2418655;149,54;PLN
2419478;40,03;PLN
2420539;417,12;PLN
2420667;128,47;PLN
2420670;128,47;PLN
2420671;99,99;PLN
2420673;72,33;PLN
2420810;931,08;PLN
2420816;4606,67;PLN
2420817;364,26;PLN
2420889;720,04;PLN
2421337;17,92;PLN
2421338;18,05;PLN
2421339;18,18;PLN
2422000;18,05;PLN
2422380;724,18;PLN
2422711;145,04;PLN
2424764;814,30;PLN
2424884;444,68;PLN
2426103;1162,76;PLN
2426795;99,26;PLN
2426802;49,63;PLN
2426891;115,57;PLN
2429785;537,78;PLN
2429786;192,01;PLN
2429787;234,72;PLN
2429789;242,97;PLN
2429941;545,32;PLN
2430400;253,73;PLN
2430595;32,66;PLN
2431148;6021,00;PLN
2431911;91,39;PLN
2457279;994,90;PLN
2457294;884,79;PLN
2457296;884,79;PLN
2457298;884,79;PLN
2457304;677,15;PLN
2457369;811,08;PLN
2457370;811,08;PLN
2457371;811,08;PLN
2457376;721,45;PLN
2457378;721,45;PLN
2457379;700,74;PLN
2457385;817,84;PLN
2457388;677,15;PLN
2457391;811,08;PLN
2457392;811,08;PLN
2457393;835,05;PLN
2457579;2343,32;PLN
2457582;2137,77;PLN
2457585;2137,77;PLN
2457692;1130,56;PLN
2457699;1808,88;PLN
2457881;1253,89;PLN
2458582;176,03;PLN
2465446;697,05;PLN
2465447;4646,25;PLN
2466752;1906,92;PLN
2467918;1622,78;PLN
2468119;672,10;PLN
2468176;14160,43;PLN
2468178;14076,88;PLN
2468180;16423,12;PLN
2468184;4739,44;PLN
2471149;58,59;PLN
2471840;4914,40;PLN
2473922;1139,18;PLN
2473923;1355,98;PLN
2476043;63,98;PLN
2476044;68,91;PLN
2476045;104,48;PLN
2476663;16,46;PLN
2477118;955,88;PLN
2480229;2204,86;PLN
2480290;2785,31;PLN
2481013;3452,26;PLN
2481263;42,73;PLN
2481860;1163,68;PLN
2481866;679,46;PLN
2482619;468,93;PLN
2482683;339,40;PLN
2482684;382,57;PLN
2482822;31,63;PLN
2482861;255,89;PLN
2482996;151,71;PLN
2483013;50,62;PLN
2483016;93,34;PLN
2483017;93,34;PLN
2483021;101,24;PLN
2483024;182,82;PLN
2483025;185,56;PLN
2483026;232,15;PLN
2483028;50,66;PLN
2483030;93,34;PLN
2483031;93,34;PLN
2483035;101,24;PLN
2483036;185,56;PLN
2483037;99,26;PLN
2483038;185,56;PLN
2483040;789,60;PLN
2483099;365,26;PLN
2483104;667,01;PLN
2483171;667,01;PLN
2483232;79,40;PLN
2483259;43,67;PLN
2483261;79,40;PLN
2483263;142,93;PLN
2483264;87,35;PLN
2483265;158,08;PLN
2483267;285,86;PLN
2483271;107,20;PLN
2483272;107,20;PLN
2483277;99,26;PLN
2483278;99,26;PLN
2483283;197,44;PLN
2483284;197,44;PLN
2483986;1989,85;PLN
2484576;40,01;PLN
2484801;876,17;PLN
2484868;86,01;PLN
2485027;145,30;PLN
2486518;400,66;PLN
2486519;454,25;PLN
2486770;581,17;PLN
2487121;245,05;PLN
2487122;245,05;PLN
2487124;58,16;PLN
2487322;27,44;PLN
2487998;57,92;PLN
2488071;294,92;PLN
2488072;442,40;PLN
2488182;1400,32;PLN
2490379;1204,57;PLN
2494879;39,90;PLN
2494880;34,85;PLN
2494881;39,02;PLN
2494882;39,44;PLN
2494883;39,02;PLN
2494884;39,44;PLN
2495580;655,53;PLN
2495898;174,39;PLN
2496056;1298,57;PLN
2496201;58,55;PLN
2496203;67,56;PLN
2496379;81,20;PLN
2496711;439,30;PLN
2497354;1638,31;PLN
2497373;241,06;PLN
2497690;628,23;PLN
2498196;348,48;PLN
2498206;582,65;PLN
2498230;32,43;PLN
2498231;32,43;PLN
2498232;41,68;PLN
2498235;197,55;PLN
2498530;116,17;PLN
2498531;147,31;PLN
2498743;699,76;PLN
2499097;22004,42;PLN
2500033;72,36;PLN
2500079;411,37;PLN
2500366;150996,98;PLN
