SAPNo;Cena w TD;Waluta
3639956;18559,79;PLN
3639957;12308,54;PLN
3639959;22489,31;PLN
3639960;30506,69;PLN
3639961;38513,22;PLN
3641465;94,89;PLN
3641466;158,31;PLN
3642945;58,02;PLN
3643039;274,44;PLN
3643124;1401,27;PLN
3643125;1394,15;PLN
3643126;1045,66;PLN
3643127;1051,02;PLN
3643454;2131,44;PLN
3643455;2131,44;PLN
3643456;2131,44;PLN
3643457;1226,10;PLN
3643511;990,35;PLN
3643512;419,27;PLN
3643516;1360,29;PLN
3643521;543,51;PLN
3643683;151,78;PLN
3643686;137,31;PLN
3644087;1513,64;PLN
3644094;7457,41;PLN
3644142;509,16;PLN
3644410;262,94;PLN
3644411;475,35;PLN
3645469;210,07;PLN
3645584;1941,10;PLN
3645601;311,70;PLN
3645641;2208,21;PLN
3645804;1109,39;PLN
3645808;49,04;PLN
3645821;1202,40;PLN
3645823;1795,84;PLN
3645852;239,28;PLN
3645980;261,22;PLN
3646206;134,46;PLN
3646208;223,79;PLN
3646210;358,54;PLN
3646444;302,75;PLN
3646445;444,59;PLN
3646572;882,74;PLN
3646573;1667,63;PLN
3646574;2325,23;PLN
3646577;1728,41;PLN
3646579;4562,04;PLN
3646681;1231,80;PLN
3646842;487,76;PLN
3646868;317,04;PLN
3646869;124,65;PLN
3646922;1608,57;PLN
3646923;1870,95;PLN
3646924;1870,95;PLN
3646925;2123,02;PLN
3646926;2378,05;PLN
3646927;2359,44;PLN
3646991;4894,15;PLN
3647004;1658,95;PLN
3647005;3136,12;PLN
3647006;4378,72;PLN
3647009;1742,82;PLN
3647011;4603,70;PLN
3647014;3223,33;PLN
3647016;8462,70;PLN
3647059;311,43;PLN
3647138;76,60;PLN
3647205;1602,31;PLN
3647254;865,76;PLN
3647259;6874,63;PLN
3647451;622,84;PLN
3647500;114,88;PLN
3648092;2953,80;PLN
3648093;533,90;PLN
3648094;978,82;PLN
3648169;3205,60;PLN
3648298;2475,17;PLN
3648474;45295,40;PLN
3648921;2303,11;PLN
3648966;156,01;PLN
3649142;64,95;PLN
3649145;69,58;PLN
3649148;139,14;PLN
3649341;272,27;PLN
3649344;261,84;PLN
3649451;57,96;PLN
3649452;472,43;PLN
3652804;5498,28;PLN
3653163;657,77;PLN
3654443;35549,35;PLN
3654666;42512,09;PLN
3654820;70,14;PLN
3654906;139,17;PLN
3655214;3892,98;PLN
3655216;156,93;PLN
3655226;1305,99;PLN
3655289;229,71;PLN
3655331;235,46;PLN
3655332;458,31;PLN
3656473;1714,66;PLN
3656541;202,23;PLN
3657915;92,73;PLN
3661187;3226,53;PLN
3662557;595,77;PLN
3662559;786,23;PLN
3662560;805,25;PLN
3662676;1898,34;PLN
3662886;108,09;PLN
3662889;111,65;PLN
3662986;135,11;PLN
3662988;152,61;PLN
3663798;5635,16;PLN
3663799;2305,48;PLN
3663807;94,32;PLN
3664101;5663,94;PLN
3664102;5205,74;PLN
3664111;280,01;PLN
3664112;2628,32;PLN
3664175;200,00;PLN
3664371;3333,07;PLN
3664378;179,01;PLN
3664379;600,43;PLN
3664380;143,41;PLN
3667260;778,55;PLN
3667726;6172,38;PLN
3667780;1035,90;PLN
3667881;193,66;PLN
3667882;175,65;PLN
3667885;170,64;PLN
3669346;312,71;PLN
3669896;68,24;PLN
3669987;1354,33;PLN
3670821;436,17;PLN
3670822;564,22;PLN
3671077;50,88;PLN
3672930;250,38;PLN
3675051;69,22;PLN
3675234;25034,74;PLN
3675276;185,68;PLN
3676648;332,68;PLN
3681521;545,54;PLN
3681751;76,93;PLN
3682622;486,95;PLN
3682662;469,49;PLN
3682664;586,79;PLN
3686269;854,08;PLN
3687867;46461,89;PLN
3688726;1257,14;PLN
3688727;1739,93;PLN
3688760;925,69;PLN
3689005;31589,42;PLN
3689864;79500,98;PLN
3689897;1240,97;PLN
3690482;9202,93;PLN
3691459;557,24;PLN
3691543;68122,17;PLN
3691800;362,75;PLN
3691901;3245,63;PLN
3692237;729,81;PLN
3692504;2773,45;PLN
3693003;208,06;PLN
3693004;225,76;PLN
3693005;297,57;PLN
3693006;391,22;PLN
3695413;2746,35;PLN
3695516;42,83;PLN
3695927;468,30;PLN
3696076;2672,00;PLN
3696108;747,51;PLN
3696477;199,39;PLN
3696478;199,71;PLN
3696479;329,54;PLN
3696480;329,90;PLN
3697861;291,14;PLN
3698682;38,69;PLN
3698686;38,69;PLN
3698771;38,69;PLN
3698874;925,51;PLN
3699006;1458,37;PLN
3699012;155,23;PLN
3699014;2780,70;PLN
3699335;90,37;PLN
3701438;136,41;PLN
3701442;964,14;PLN
3701466;130,78;PLN
3701878;5252,97;PLN
3701879;5252,97;PLN
3702334;417,34;PLN
3711306;398,02;PLN
3711307;398,02;PLN
3711308;400,52;PLN
3711309;276,45;PLN
3712119;284,32;PLN
3712121;287,68;PLN
3712123;287,68;PLN
3712184;117,58;PLN
3712195;102,35;PLN
3712197;133,93;PLN
3712199;281,46;PLN
3712805;3455,82;PLN
3712806;173,94;PLN
3712828;300,13;PLN
3714686;328,99;PLN
3714687;1153,03;PLN
3714688;1476,36;PLN
3714689;368,41;PLN
3714690;672,01;PLN
3714937;337,45;PLN
3714959;6293,07;PLN
3714960;14169,71;PLN
3715001;52128,24;PLN
3715096;34580,16;PLN
3715097;34580,25;PLN
3715630;640,30;PLN
3717439;2087,91;PLN
3717440;1588,51;PLN
3717471;1035,59;PLN
3717472;547,54;PLN
3719370;55,38;PLN
3719813;167,23;PLN
3719821;57,99;PLN
3720098;151,19;PLN
3720162;151,19;PLN
3720163;151,19;PLN
3720164;151,19;PLN
3720165;151,19;PLN
3720166;151,19;PLN
3720245;267,47;PLN
3720246;267,47;PLN
3720247;187,24;PLN
3720273;4407,13;PLN
3720311;151,19;PLN
3720312;151,19;PLN
3720313;151,19;PLN
3720314;151,19;PLN
3720315;151,19;PLN
3720316;151,19;PLN
3720321;20,25;PLN
3720322;20,39;PLN
3720323;20,41;PLN
3720324;20,34;PLN
3721272;329,84;PLN
3721273;882,88;PLN
3721857;3533,87;PLN
3721859;881,14;PLN
3724599;67,50;PLN
3724663;234,25;PLN
3724665;134,99;PLN
3724667;237,44;PLN
3724670;461,15;PLN
3724672;560,66;PLN
3724674;473,81;PLN
3724677;2131,99;PLN
3724679;67,50;PLN
3724683;233,17;PLN
3724686;134,99;PLN
3724688;461,15;PLN
3724690;67,48;PLN
3724695;230,23;PLN
3724698;252,76;PLN
3724711;230,23;PLN
3724725;711,93;PLN
3724727;537,06;PLN
3726453;188,00;PLN
3726490;4199,58;PLN
3726544;4497,47;PLN
3726546;2928,14;PLN
3726548;3946,68;PLN
3726599;5183,83;PLN
3726606;1306,28;PLN
3726670;17739,68;PLN
3727451;168,89;PLN
3727698;382,76;PLN
3728822;80,26;PLN
3728823;80,26;PLN
3728824;80,26;PLN
3728828;133,42;PLN
3728829;157,10;PLN
3728831;112,70;PLN
3728833;112,70;PLN
3728834;133,42;PLN
3728835;96,46;PLN
3728865;342,43;PLN
3729674;2164,36;PLN
3729733;828,18;PLN
3729849;301,76;PLN
3730001;379,20;PLN
3730002;74,91;PLN
3730055;503,15;PLN
3730166;11,36;PLN
3730167;12,21;PLN
3730169;13,89;PLN
3730170;13,89;PLN
3730171;13,89;PLN
3730172;13,89;PLN
3730173;13,89;PLN
3730185;27,70;PLN
3730187;20,88;PLN
3733556;397,79;PLN
3733726;378,65;PLN
3733762;63,06;PLN
3733853;122,00;PLN
3734153;903,19;PLN
3734315;138,87;PLN
3734316;119,12;PLN
3735135;331,74;PLN
3735257;616,31;PLN
3735733;1079,42;PLN
3736831;137,52;PLN
3736832;72,46;PLN
3736833;140,91;PLN
3736834;72,46;PLN
3736835;65,76;PLN
3736869;297,77;PLN
3736928;65,76;PLN
3736929;69,33;PLN
3736930;65,76;PLN
3736932;140,19;PLN
3736933;140,19;PLN
3736934;130,61;PLN
3736935;122,65;PLN
3736995;865,59;PLN
3737559;649,25;PLN
3737638;2064,56;PLN
3737792;7390,90;PLN
3737793;8112,56;PLN
3737795;8887,40;PLN
3738021;2893,93;PLN
3738024;3217,42;PLN
3738025;4033,94;PLN
3738027;4219,62;PLN
3738029;5026,64;PLN
3738031;5938,77;PLN
3738097;2527,78;PLN
3738102;9741,51;PLN
3738163;567,92;PLN
3738171;13577,69;PLN
3738173;11173,60;PLN
3738176;14082,17;PLN
3738177;14852,10;PLN
3738178;21851,88;PLN
3738179;24729,92;PLN
3738180;25643,89;PLN
3738182;882,45;PLN
3738183;895,21;PLN
3738433;792,78;PLN
3738434;682,00;PLN
3738435;1221,90;PLN
3738436;1221,94;PLN
3738437;792,78;PLN
3738438;792,78;PLN
3738440;1322,80;PLN
3738453;900,16;PLN
3738456;805,85;PLN
3738460;1919,00;PLN
3738469;2855,76;PLN
3738545;1617,84;PLN
3739122;728,72;PLN
3739123;129,55;PLN
3739132;1893,92;PLN
3739133;1284,94;PLN
3739134;1893,92;PLN
3739135;1893,92;PLN
3739139;430,33;PLN
3739152;422,93;PLN
3739153;320,59;PLN
3739154;420,27;PLN
3739173;1170,27;PLN
3739174;1170,27;PLN
3739175;1170,27;PLN
3739227;1221,94;PLN
3739228;1157,06;PLN
3739233;1184,73;PLN
3739234;1184,73;PLN
3739235;1184,73;PLN
3739240;1342,45;PLN
3739241;1342,40;PLN
3739242;1342,40;PLN
3739243;1375,62;PLN
3739244;1325,10;PLN
3739245;1375,62;PLN
3739246;1375,62;PLN
3739332;231,91;PLN
3739809;1018,32;PLN
3739907;70,17;PLN
3739909;33,03;PLN
3740179;920,97;PLN
3740358;722,53;PLN
3740359;722,53;PLN
3740360;718,70;PLN
3740395;503,24;PLN
3740396;643,65;PLN
3742036;361,75;PLN
3742067;102,29;PLN
3742068;168,59;PLN
3742328;1974,16;PLN
3742416;1879,31;PLN
3742437;65,74;PLN
3742652;131,80;PLN
3742653;36,57;PLN
3742797;501,57;PLN
3742798;739,51;PLN
3742800;519,53;PLN
3742865;710,66;PLN
3742867;1002,54;PLN
3742941;187,92;PLN
3742943;173,45;PLN
3743570;107,31;PLN
3745207;228,91;PLN
3745248;200,71;PLN
3745258;1186,18;PLN
3745305;225,19;PLN
3745308;63,06;PLN
3747018;503,85;PLN
3747019;557,85;PLN
3747020;559,86;PLN
3747038;501,52;PLN
3747056;496,84;PLN
3747057;1688,29;PLN
3747129;242,58;PLN
3747135;1336,94;PLN
3747158;415,39;PLN
3747567;2708,37;PLN
3747710;441,57;PLN
3747944;2607,63;PLN
3748119;3042,42;PLN
3750135;1406,83;PLN
3750389;1212,03;PLN
3751519;5342,41;PLN
3751586;400,00;PLN
3751964;9808,47;PLN
3751965;21082,70;PLN
3753807;20105,52;PLN
3753809;8582,40;PLN
3753810;16183,05;PLN
3753869;232,43;PLN
3753872;1671,97;PLN
3753888;299,89;PLN
3754492;15,81;PLN
3754877;781,70;PLN
3755182;193,95;PLN
3755228;599,59;PLN
3755229;213,28;PLN
3755237;393,96;PLN
3755242;865,89;PLN
3755247;751,72;PLN
3755248;669,34;PLN
3755267;19298,60;PLN
3755268;24702,54;PLN
3755276;1826,74;PLN
3755758;1536,75;PLN
3755759;2129,60;PLN
3756160;2355,84;PLN
3756171;2333,38;PLN
3756174;2595,85;PLN
3756175;3211,20;PLN
3756231;183,84;PLN
3756303;199,89;PLN
3756548;1702,85;PLN
3756846;118,56;PLN
3756847;119,11;PLN
3756848;234,89;PLN
3756850;238,22;PLN
3757315;644,23;PLN
3757339;777,09;PLN
3757404;332,35;PLN
3757426;354,71;PLN
3757540;15018,52;PLN
3757593;5662,20;PLN
3757594;3644,64;PLN
3757595;9875,67;PLN
3757596;8860,37;PLN
3757597;7642,03;PLN
3757598;6751,70;PLN
3757599;6394,22;PLN
3757600;5287,33;PLN
3757601;11773,48;PLN
3757602;10551,23;PLN
3757603;9860,05;PLN
3757604;8844,76;PLN
3757606;6736,07;PLN
3757610;4282,75;PLN
3757633;4256,41;PLN
3757634;3428,57;PLN
3757635;2432,80;PLN
3757636;1628,88;PLN
3757637;1522,94;PLN
3757651;2233,65;PLN
3757652;7813,85;PLN
3757653;7505,35;PLN
3757841;3452,81;PLN
3757842;2452,09;PLN
3757843;1546,45;PLN
3757844;1134,14;PLN
3757845;792,71;PLN
3757846;7849,08;PLN
3757921;137,86;PLN
3757933;42923,87;PLN
3757934;54603,33;PLN
3758126;160854,07;PLN
3759038;50900,91;PLN
3759370;1047,42;PLN
3759373;1485,99;PLN
3759377;2218,42;PLN
3759390;40671,66;PLN
3759421;1702,85;PLN
3759459;1087,89;PLN
3759524;2609,04;PLN
3759635;550,00;PLN
3759636;550,00;PLN
3759790;2841,75;PLN
3760455;1928,98;PLN
3760685;19835,00;PLN
3761357;368,69;PLN
3761358;653,85;PLN
3763596;876,98;PLN
3763890;1286,02;PLN
3765786;588,98;PLN
3765787;907,47;PLN
3766564;67,61;PLN
3766583;119,43;PLN
3767086;100,13;PLN
3767220;36520,46;PLN
3767640;955,59;PLN
3768267;9070,99;PLN
3768268;6176,40;PLN
3768269;5443,53;PLN
3768500;942,00;PLN
3768701;751,52;PLN
3768703;1128,76;PLN
3768705;1506,51;PLN
3768707;753,26;PLN
3768710;1506,51;PLN
3768712;564,06;PLN
3768714;1128,98;PLN
3768716;1691,85;PLN
3768718;473,75;PLN
3768720;1128,76;PLN
3770550;377,47;PLN
3770613;2022,11;PLN
3770614;549,12;PLN
3770631;1122,16;PLN
3770679;20105,52;PLN
3770971;297,93;PLN
3771372;109,48;PLN
3771373;74,01;PLN
3771774;5046,36;PLN
3772866;74,19;PLN
3772917;102,00;PLN
3772920;73,68;PLN
3773057;331,14;PLN
3773058;1177,48;PLN
3773060;37777,17;PLN
3773163;72,87;PLN
3773165;102,00;PLN
3773168;167,70;PLN
3773171;100,64;PLN
3773173;38,31;PLN
3773176;149,82;PLN
3773182;89,67;PLN
3773186;38,31;PLN
3773189;86,19;PLN
3773194;102,00;PLN
3773198;73,68;PLN
3773206;65,88;PLN
3773211;2078,93;PLN
3773212;1036,49;PLN
3773226;889,66;PLN
3773229;696,06;PLN
3776489;4793,06;PLN
3776493;138,14;PLN
3776548;5555,42;PLN
3776570;1117,75;PLN
3776608;1487,86;PLN
3776641;812,63;PLN
3776644;706,71;PLN
3776676;187,96;PLN
3776677;374,39;PLN
3776809;13145,15;PLN
3776826;163,47;PLN
3776928;3111,31;PLN
3776930;22,33;PLN
3776981;5082,80;PLN
3776983;5329,59;PLN
3776984;5994,19;PLN
3776985;7654,59;PLN
3776996;67,61;PLN
3776997;126,11;PLN
3776998;87,89;PLN
3777850;747,66;PLN
3777981;864,39;PLN
3777982;1640,08;PLN
3777983;1530,53;PLN
3777984;1167,00;PLN
3777985;2221,96;PLN
3777986;8411,96;PLN
3777987;84,27;PLN
3777995;73,80;PLN
3778009;119,30;PLN
3778046;41844,16;PLN
3778586;4044,26;PLN
3778663;126,45;PLN
3778744;116,33;PLN
3778747;408,25;PLN
3778748;421,57;PLN
3778751;110,21;PLN
3778773;653,29;PLN
3778774;620,63;PLN
3778780;102,79;PLN
3778791;97,65;PLN
3778795;133,11;PLN
3778796;116,33;PLN
3778799;122,46;PLN
3778817;108,56;PLN
3778842;110,21;PLN
3778867;114,29;PLN
3778890;133,11;PLN
3778931;122,46;PLN
3778953;181,45;PLN
3778955;108,56;PLN
3778971;122,46;PLN
3778977;246,21;PLN
3778983;122,46;PLN
3778990;114,29;PLN
3779002;122,46;PLN
3779028;122,46;PLN
3779042;122,46;PLN
3779050;122,46;PLN
3779052;122,46;PLN
3779330;616,90;PLN
3779334;124,24;PLN
3779338;620,63;PLN
3779343;97,65;PLN
3779345;116,33;PLN
3779353;116,33;PLN
3779367;116,33;PLN
3779379;116,33;PLN
3779391;116,33;PLN
3780700;506,06;PLN
3780842;44613,40;PLN
3781093;300,47;PLN
3781227;97,16;PLN
3781233;587,96;PLN
3781244;44,87;PLN
3781246;48,07;PLN
3781260;110,21;PLN
3781264;246,21;PLN
3781266;232,53;PLN
3781275;97,16;PLN
3781276;110,21;PLN
3781277;257,21;PLN
3781278;242,91;PLN
3781279;242,91;PLN
3781286;104,08;PLN
3781287;104,08;PLN
3781349;110,21;PLN
3781350;104,08;PLN
3781364;110,21;PLN
3781392;119,79;PLN
3781394;104,08;PLN
3781397;97,16;PLN
3781440;257,21;PLN
3781561;110,21;PLN
3781567;110,21;PLN
3781583;116,33;PLN
3781663;7,28;PLN
3781675;247,70;PLN
3782117;191,07;PLN
3782160;1091,99;PLN
3783701;227,45;PLN
3783702;460,93;PLN
3786531;11752,24;PLN
3786532;37404,60;PLN
3787442;256,97;PLN
3788884;63,12;PLN
3789162;3015,73;PLN
3790422;153,29;PLN
3790616;825,15;PLN
3792542;108,20;PLN
3792910;148,78;PLN
3793943;252,46;PLN
3795556;2925,88;PLN
3796190;238,49;PLN
3796285;351,61;PLN
3796384;2231,36;PLN
3796481;6090,05;PLN
3796531;3047,28;PLN
3796571;117,21;PLN
3796813;347,10;PLN
3796859;6153,17;PLN
3796873;3078,83;PLN
3796900;202,85;PLN
3797006;207,36;PLN
3797083;202,85;PLN
3797473;414,90;PLN
3798218;6311,02;PLN
3798270;307,91;PLN
3800701;475,63;PLN
3800704;614,34;PLN
3801276;2238,20;PLN
3801277;1943,71;PLN
3801418;275,18;PLN
3801877;4131,46;PLN
3801878;4145,19;PLN
3801888;4376,10;PLN
3802130;2381,71;PLN
3802131;2073,72;PLN
3802134;27890,06;PLN
3802788;1000,84;PLN
3803063;160,26;PLN
3803205;2224,45;PLN
3806651;4439,99;PLN
3806653;3288,88;PLN
3806655;1644,44;PLN
3808888;528,21;PLN
3810402;174,50;PLN
3811283;38434,52;PLN
3811750;2678,55;PLN
3812051;4298,46;PLN
3812052;7597,88;PLN
3812054;10603,57;PLN
3812056;8721,04;PLN
3812582;164,22;PLN
3812584;298,03;PLN
3812696;2224,45;PLN
3819292;122,60;PLN
3819293;245,07;PLN
3819294;578,43;PLN
3819295;552,57;PLN
3819296;1108,64;PLN
3819298;232,62;PLN
3819513;1297,64;PLN
3819514;1313,22;PLN
3819515;244,09;PLN
3819516;301,07;PLN
3819518;520,72;PLN
3819519;659,03;PLN
3819773;366,41;PLN
3823894;1239,01;PLN
3824006;603,81;PLN
3824152;137,76;PLN
3828028;1651,48;PLN
3828171;1196,59;PLN
3828172;1486,29;PLN
3828173;1717,05;PLN
3828440;838,52;PLN
3839381;418,90;PLN
3839639;3004,61;PLN
3839640;7213,78;PLN
3839715;494,34;PLN
3839716;494,34;PLN
3839717;0,14;PLN
3840079;2289,37;PLN
3840100;9324,32;PLN
3840341;15671,21;PLN
3841699;874,63;PLN
3842059;6,88;PLN
3842083;0,59;PLN
3842084;5,90;PLN
3842085;7,04;PLN
3842086;6,54;PLN
3842087;2,45;PLN
3842088;3,11;PLN
3842089;11,46;PLN
3842090;7,36;PLN
3842091;5,62;PLN
3842092;3,66;PLN
3842093;2,79;PLN
3842094;13,18;PLN
3842095;8,89;PLN
3842096;6,72;PLN
3842097;4,42;PLN
3842098;3,33;PLN
3842099;31,77;PLN
3842100;61,29;PLN
3842101;51,68;PLN
3842189;1085,59;PLN
3842207;456,31;PLN
3842210;55,01;PLN
3842211;8068,29;PLN
3842212;5677,20;PLN
3842213;5677,20;PLN
3842214;5842,49;PLN
3842215;8367,18;PLN
3842216;5976,09;PLN
3842217;5976,09;PLN
3842218;5976,09;PLN
3842219;8367,18;PLN
3842220;5976,09;PLN
3842221;5976,09;PLN
3842222;5976,47;PLN
3842238;456,56;PLN
3842571;9206,56;PLN
3842572;9159,61;PLN
3843932;400,59;PLN
3843934;400,59;PLN
3843935;274,06;PLN
3843936;524,72;PLN
3843937;524,72;PLN
3843938;524,72;PLN
3843939;384,83;PLN
3843940;765,19;PLN
3844031;765,19;PLN
3844032;765,19;PLN
3844033;590,32;PLN
3844039;33,05;PLN
3844042;33,05;PLN
3844045;33,05;PLN
3844048;52,94;PLN
3844050;58,84;PLN
3844054;58,19;PLN
3844057;58,19;PLN
3844060;119,22;PLN
3844063;155,58;PLN
3844064;400,59;PLN
3844070;68657,33;PLN
3844322;1868,69;PLN
3844324;298,99;PLN
3844355;433,52;PLN
3844361;311,03;PLN
3844494;958,33;PLN
3844613;1574,59;PLN
3844614;3846,34;PLN
3844670;67,73;PLN
3844897;705,83;PLN
3845043;281,92;PLN
3845135;276,92;PLN
3845230;24,72;PLN
3845248;251,00;PLN
3845360;13174,93;PLN
3848904;83374,10;PLN
3848906;159951,50;PLN
3848927;181,06;PLN
3848928;13175,89;PLN
3848929;19192,66;PLN
3848932;38853,86;PLN
3848941;25,44;PLN
3848942;38,21;PLN
3848943;37,78;PLN
3848944;67,47;PLN
3848945;67,02;PLN
3849024;2387,73;PLN
3849081;13175,89;PLN
3849082;19191,69;PLN
3849083;13175,89;PLN
3849084;19192,66;PLN
3849085;22208,92;PLN
3849086;13175,89;PLN
3849087;19192,66;PLN
3849088;19192,66;PLN
3849089;16184,28;PLN
3849090;19192,66;PLN
3849091;13175,89;PLN
3849092;22207,96;PLN
3849162;2672,16;PLN
3849577;816,60;PLN
3849764;420,19;PLN
3849765;517,93;PLN
3871427;595,56;PLN
3871536;6,98;PLN
3871539;11,41;PLN
3871572;166737,66;PLN
3871598;51,37;PLN
3872053;10,38;PLN
3872054;20,07;PLN
3873191;125,85;PLN
3873192;125,94;PLN
3874074;3709,96;PLN
3874346;776,82;PLN
3874465;1230,57;PLN
3874797;2259,77;PLN
3874798;3375,08;PLN
3874800;3622,60;PLN
3874917;1902,10;PLN
3874918;1955,69;PLN
3874919;1907,07;PLN
3874920;1897,34;PLN
3874942;1554,97;PLN
3875201;1955,61;PLN
3875732;167,17;PLN
3875733;262,46;PLN
3875734;371,07;PLN
3875735;122,36;PLN
3875736;705,41;PLN
3875749;173,61;PLN
3875752;224,26;PLN
3875753;313,94;PLN
3875754;448,17;PLN
3875755;738,94;PLN
3875853;517,94;PLN
3876122;56543,65;PLN
3876176;34,85;PLN
3876852;1146,97;PLN
3876853;1190,39;PLN
3876930;43,70;PLN
3877500;1787,29;PLN
3877511;229,74;PLN
3877512;67,48;PLN
3877988;251,11;PLN
3878259;876,61;PLN
3879049;2884,09;PLN
3879369;1522,94;PLN
3880229;1047,42;PLN
3880481;19337,60;PLN
3880725;433,18;PLN
3880939;228,49;PLN
3880960;9524,41;PLN
3881074;342,39;PLN
3881178;56541,54;PLN
3881179;42716,93;PLN
3881416;321,87;PLN
3881666;434,03;PLN
3881669;109,65;PLN
3881878;38538,87;PLN
3882522;713,82;PLN
3887483;1555,53;PLN
3887484;1691,87;PLN
3887491;468,92;PLN
3888089;307,79;PLN
3888090;405,92;PLN
3888475;150756,72;PLN
3889771;539,42;PLN
3889774;306,34;PLN
3890735;806,04;PLN
3890737;1211,62;PLN
3891169;1221,46;PLN
3891206;67768,59;PLN
3891207;135527,88;PLN
3891208;117405,78;PLN
3891209;50483,60;PLN
3891210;13148,49;PLN
3891402;82158,22;PLN
3891403;18139,22;PLN
3891404;38059,03;PLN
3891856;522,31;PLN
3892006;3371,34;PLN
3892146;962,03;PLN
3892150;1504,50;PLN
3892194;2683,31;PLN
3892196;1685,64;PLN
3892198;711,51;PLN
3892224;278,37;PLN
3892225;31,46;PLN
3892226;270,35;PLN
3892227;308,09;PLN
3892228;308,09;PLN
3892229;308,09;PLN
3892230;308,09;PLN
3892280;2412,08;PLN
3892281;308,09;PLN
3892282;308,09;PLN
3892283;517,60;PLN
3892284;517,60;PLN
3892285;517,60;PLN
3892286;502,69;PLN
3892287;517,60;PLN
3892288;517,60;PLN
3892289;278,37;PLN
3892308;6740,38;PLN
3892309;4410,78;PLN
3892310;2290,12;PLN
3892325;3160,92;PLN
3892326;2800,94;PLN
3892380;8836,98;PLN
3892381;7230,28;PLN
3892384;218,19;PLN
3892385;218,19;PLN
3892387;141,33;PLN
3892388;126,46;PLN
3892394;46,42;PLN
3892396;157,01;PLN
3892397;80,14;PLN
3892411;1995,76;PLN
3892412;1375,33;PLN
3892413;5460,60;PLN
3892414;4564,78;PLN
3892415;3576,34;PLN
3892451;1769,97;PLN
3892457;958,73;PLN
3892681;1557,56;PLN
3892722;139,25;PLN
3892724;501,56;PLN
3892829;12475,29;PLN
3892848;924,19;PLN
3892849;947,10;PLN
3892862;8421,12;PLN
3893224;103,11;PLN
3893225;529,07;PLN
3893251;561,13;PLN
3893307;1867,74;PLN
3893308;2211,59;PLN
3893309;2271,19;PLN
3893310;2126,00;PLN
3893480;4234,44;PLN
3893481;2117,21;PLN
3893482;5714,43;PLN
3893631;6988,87;PLN
3893632;5179,99;PLN
3893706;1644,44;PLN
3893709;3288,88;PLN
3893710;4439,99;PLN
3893759;4563,95;PLN
3893760;289,54;PLN
3893765;459,84;PLN
3893772;459,84;PLN
3893781;5039,98;PLN
3893782;5039,98;PLN
3893783;5039,98;PLN
3893784;5081,14;PLN
3893785;5039,98;PLN
3893786;5892,09;PLN
3893787;6720,88;PLN
3893788;7381,74;PLN
3893789;7189,45;PLN
3893790;7189,45;PLN
3893792;7189,45;PLN
3893793;7248,16;PLN
3893795;2909,16;PLN
3893796;2742,48;PLN
3893797;5172,77;PLN
3893837;171,19;PLN
3893891;2125,77;PLN
3893897;544,40;PLN
3894639;2158,04;PLN
3894728;764,82;PLN
3894821;617,23;PLN
3895112;3184,99;PLN
3895115;2576,56;PLN
3895118;2175,59;PLN
3895121;1290,61;PLN
3895122;1415,04;PLN
3895124;2175,59;PLN
3895126;2461,33;PLN
3895163;873,15;PLN
3895165;994,54;PLN
3895167;675,14;PLN
3895436;101,61;PLN
3895591;3954,78;PLN
3895623;31769,98;PLN
3895625;295,73;PLN
3895972;13551,62;PLN
3896356;97,19;PLN
3896359;70,49;PLN
3896366;506,18;PLN
3896367;413,07;PLN
3896368;495,84;PLN
3896475;103,58;PLN
3896541;446,95;PLN
3896544;494,52;PLN
3897864;846,22;PLN
3898320;37,37;PLN
3898355;440,47;PLN
3898662;66,44;PLN
3898664;230,27;PLN
3898665;252,76;PLN
3898832;4100,04;PLN
3898839;3154,48;PLN
3898841;6309,01;PLN
3898843;12617,93;PLN
3898844;2050,02;PLN
3898845;8200,11;PLN
3898846;659,32;PLN
3898847;564,61;PLN
3898848;1192,31;PLN
3899026;4419,11;PLN
3899043;698,74;PLN
3900382;531,59;PLN
3900746;319,70;PLN
3901246;54,47;PLN
3901254;145,73;PLN
3901318;47,17;PLN
3901653;33576,61;PLN
3901758;331,75;PLN
3901760;172,03;PLN
3901761;229,35;PLN
3902019;19279,88;PLN
3902020;12232,38;PLN
3902048;299,89;PLN
3902068;318,05;PLN
3902081;602,90;PLN
3902083;607,95;PLN
3902086;315,41;PLN
3902087;607,95;PLN
3902088;1623,65;PLN
3902091;607,95;PLN
3902787;1851,02;PLN
3903058;7845,49;PLN
3903471;29573,20;PLN
3903859;3445,50;PLN
3904698;248,75;PLN
3905002;94,62;PLN
3905005;139,66;PLN
3905082;168140,03;PLN
3905088;47,53;PLN
3905635;48,53;PLN
3905636;48,53;PLN
3905637;31,81;PLN
3905748;428,67;PLN
3906117;126,01;PLN
3906130;138,04;PLN
3906311;81,62;PLN
3906326;81,62;PLN
3906347;81,62;PLN
3906360;88,73;PLN
3906436;298,75;PLN
3906550;73,46;PLN
3906592;81,62;PLN
3906742;17049,10;PLN
3906747;10352,07;PLN
3906748;6087,85;PLN
3906842;2264,88;PLN
3907075;7919,28;PLN
3907118;6302,76;PLN
3907119;4081,99;PLN
3907120;2253,17;PLN
3907171;1479,98;PLN
3907172;1073,87;PLN
3907175;354,44;PLN
3911135;22667,00;PLN
3911391;296,67;PLN
3911395;193,84;PLN
3911444;247,40;PLN
3911479;15,34;PLN
3911480;9,83;PLN
3912311;50,10;PLN
