ProductId	ManufPartNo	Brand	Description	Price	Stock	Category1	Category2	EAN	Status	ReleaseDate
4841717	837859	WARNER	Hitman 2 - Gold Edition - Win - ESD - Klawisz aktywacji musi byæ u¿yty na wa¿nym koncie Steam - angielski	"250.72"	9876	Games			Live	11/9/2018 12:00:00 AM CET
4841718	837839	WARNER	Hitman 2 - Win - ESD - Klawisz aktywacji musi byæ u¿yty na wa¿nym koncie Steam - angielski	"167.13"	9876	Games			Live	11/13/2018 12:00:00 AM CET
4845818	838960	ATARI	Tempest 4000 - Win - download - ESD - Klawisz aktywacji musi byæ u¿yty na wa¿nym koncie Steam - Wielojêzyczne	"43.29"	9876	Games			Live	7/17/2018 12:00:00 AM CET
4855755	65292687	ADOBE	Adobe FrameMaker (2019 Release) - Licencja - 1 u¿ytkownik - commercial, Consignment, bezpoœrednie - ESD - Win - International English	"4030.41"	9876	Utilities Software			Live	
4855756	65292979	ADOBE	Adobe Robohelp (2019 Release) - Licencja - 1 u¿ytkownik - commercial, Consignment, bezpoœrednie - ESD - Win - International English	"4030.41"	9876	Utilities Software			Live	
4863051	842194	SEGA	Football Manager 2019 - Mac, Win - ESD - Klawisz aktywacji musi byæ u¿yty na wa¿nym koncie Steam - angielski	"162.10"	9876	Games			Live	11/2/2018 12:00:00 AM CET
4881838	843362	GM 2KGAMES	The Golf Club 2019 Featuring PGA TOUR	"135.14"	9876	Games			Live	8/28/2018 12:00:00 AM CET
4882617	MTP00QNR5RAAD	McAfee	McAfee Total Protection 05-Device [digital download]	"69.52"	9876	Security Software			Live	
4909947	843863	THQ	Zoo Tycoon: Ultimate Animal Collection / Win 7 64 bits/8 64 bits/WIN 10 64 bits	"48.42"	9876	Games			Live	9/14/2018 12:00:00 AM CET
4915867	844399	NERO	Nero MediaHome 2019 - Licencja - 1 urz¹dzenie - ESD - Win	"113.23"	9876	Utilities Software			Live	
4919989	844434	NERO	Nero Standard 2019 - Licencja - 1 u¿ytkownik - download - Win	"198.23"	9876	Utilities Software			Live	
4922867	844491	THQ	Super Luckys Tale - Win - ESD - Klawisz aktywacji musi byæ u¿yty na wa¿nym koncie Steam - angielski	"48.42"	9876	Games			Live	9/14/2018 12:00:00 AM CET
