SAPNo;QBCena;QB;Waluta
3729733;1992,16;10;PLN
3733853;137,63;1001;PLN
3738433;769,91;2;PLN
3738434;662,32;2;PLN
3738435;1186,65;2;PLN
3738436;1186,69;2;PLN
3738437;769,91;2;PLN
3738438;769,91;2;PLN
3738440;1284,65;2;PLN
3739122;707,70;2;PLN
3739123;125,81;2;PLN
3739132;1839,29;2;PLN
3739133;1247,87;2;PLN
3739134;1839,29;2;PLN
3739135;1839,29;2;PLN
3739139;417,91;2;PLN
3739152;410,73;2;PLN
3739153;311,34;2;PLN
3739154;408,14;2;PLN
3739173;1136,51;2;PLN
3739174;1136,51;2;PLN
3739175;1136,51;2;PLN
3739227;1186,69;2;PLN
3739228;1123,68;2;PLN
3739233;1150,55;2;PLN
3739234;1150,55;2;PLN
3739235;1150,55;2;PLN
3739240;1303,72;2;PLN
3739241;1303,68;2;PLN
3739242;1303,68;2;PLN
3739243;1335,94;2;PLN
3739244;1286,87;2;PLN
3739245;1335,94;2;PLN
3739246;1335,94;2;PLN
3742437;72,23;51;PLN
3750135;1909,40;151;PLN
3753869;228,25;5;PLN
3753869;225,21;10;PLN
3753872;1808,46;11;PLN
3753872;2675,36;555;PLN
3757921;135,38;5;PLN
3757921;133,57;10;PLN
3770613;2806,62;21;PLN
3770614;699,36;51;PLN
3776570;1174,40;11;PLN
3776570;1487,03;450;PLN
3776928;3055,27;5;PLN
3776928;3014,55;10;PLN
3776930;21,93;5;PLN
3776930;21,63;10;PLN
3786531;12067,32;16;PLN
3801418;269,40;5;PLN
3801418;265,21;10;PLN
3874346;762,83;5;PLN
3874346;752,67;10;PLN
3874917;1960,59;15001;PLN
3874919;1965,72;14998;PLN
3874920;1955,69;15001;PLN
3876176;34,23;5;PLN
3876176;33,77;10;PLN
3889774;349,62;21;PLN
3892150;1745,30;97;PLN
3895436;99,77;5;PLN
3895436;98,44;10;PLN
3917551;37,08;184;PLN
3920610;54,73;5;PLN
3920610;53,88;10;PLN
3921581;78,58;5;PLN
3921581;77,36;10;PLN
3921582;48,89;5;PLN
3921582;48,23;10;PLN
3921583;85,49;5;PLN
3921583;84,35;10;PLN
3921584;48,89;5;PLN
3921584;48,23;10;PLN
3921585;77,33;5;PLN
3921585;76,29;10;PLN
3921586;77,33;5;PLN
3921586;76,29;10;PLN
3921587;64,13;5;PLN
3921587;63,28;10;PLN
3921588;191,83;5;PLN
3921588;189,28;10;PLN
3921591;266,71;5;PLN
3921591;263,16;10;PLN
3921592;266,66;5;PLN
3921592;263,11;10;PLN
3921593;77,38;5;PLN
3921593;76,34;10;PLN
3921594;100,92;5;PLN
3921594;99,57;10;PLN
3921595;115,18;5;PLN
3921595;113,39;10;PLN
3921596;115,18;5;PLN
3921596;113,39;10;PLN
3921597;153,79;5;PLN
3921597;151,41;10;PLN
3921598;153,79;5;PLN
3921598;151,41;10;PLN
3921599;46,83;5;PLN
3921599;46,10;10;PLN
3921600;54,78;5;PLN
3921600;53,92;10;PLN
3921601;62,72;5;PLN
3921601;61,75;10;PLN
3921605;94,43;5;PLN
3921605;92,97;10;PLN
3921606;78,53;5;PLN
3921606;77,32;10;PLN
3930490;406,37;16;PLN
3931590;136,69;100;PLN
3933754;94,25;3;PLN
3944879;72,47;5;PLN
3944879;71,34;10;PLN
3944880;110,08;5;PLN
3944880;108,37;10;PLN
3945331;86,86;5;PLN
3945331;85,51;10;PLN
3945332;86,86;5;PLN
3945332;85,51;10;PLN
3945333;86,86;5;PLN
3945333;85,51;10;PLN
3945334;86,86;5;PLN
3945334;85,51;10;PLN
3945335;101,41;5;PLN
3945335;99,84;10;PLN
3945336;115,92;5;PLN
3945336;114,12;10;PLN
3945337;115,92;5;PLN
3945337;114,12;10;PLN
3945338;86,86;5;PLN
3945338;85,51;10;PLN
3945339;72,47;5;PLN
3945339;71,34;10;PLN
3945340;72,47;5;PLN
3945340;71,34;10;PLN
3945341;72,47;5;PLN
3945341;71,34;10;PLN
3945342;81,14;5;PLN
3945342;79,87;10;PLN
3945343;81,14;5;PLN
3945343;79,87;10;PLN
3945344;101,41;5;PLN
3945344;99,84;10;PLN
3945345;101,41;5;PLN
3945345;99,84;10;PLN
3945346;86,86;5;PLN
3945346;85,51;10;PLN
3945347;110,08;5;PLN
3945347;108,37;10;PLN
3945348;72,47;5;PLN
3945348;71,34;10;PLN
3948229;71,28;46;PLN
3948753;115,60;51;PLN
3966203;157,26;5;PLN
3966203;154,82;10;PLN
3967016;456,72;4;PLN
3987562;313,24;5;PLN
3987562;308,37;10;PLN
3990644;420,13;5;PLN
3990644;414,53;10;PLN
4001187;8796,15;10;PLN
4001187;8622,54;20;PLN
4003234;287,86;5;PLN
4003234;284,03;10;PLN
4003235;29,34;5;PLN
4003235;28,94;10;PLN
4012131;182,51;15;PLN
4028065;39,96;2;PLN
4039839;837,87;14;PLN
4039839;1289,75;18;PLN
4041465;1030,21;5;PLN
4041524;2637,68;16;PLN
4042614;3771,42;2;PLN
4042618;604,05;430;PLN
4042624;520,37;16;PLN
4042625;1914,99;16;PLN
4042626;2468,34;16;PLN
4042627;3897,11;16;PLN
4043663;62,65;16;PLN
4045378;684,94;5;PLN
4045378;675,81;10;PLN
4047532;136,38;16;PLN
4047534;1800,99;16;PLN
4050387;186,88;14;PLN
4051371;1550,83;16;PLN
4053329;327,53;5;PLN
4053329;323,16;10;PLN
4060016;85,11;5;PLN
4060016;83,98;10;PLN
4060017;85,11;5;PLN
4060017;83,98;10;PLN
4060018;48,89;5;PLN
4060018;48,23;10;PLN
4069615;103,96;5;PLN
4069615;102,57;10;PLN
4069750;96,98;5;PLN
4069750;95,69;10;PLN
4069771;127,44;5;PLN
4069771;125,75;10;PLN
4069773;100,92;5;PLN
4069773;99,57;10;PLN
4069774;149,99;5;PLN
4069774;147,99;10;PLN
4085842;228,11;16;PLN
4089945;464,84;14965;PLN
4089947;778,59;15001;PLN
4090587;1003,07;15001;PLN
4090588;1008,17;14999;PLN
4090589;1319,57;14989;PLN
4090590;1319,57;15001;PLN
4090591;1708,76;14999;PLN
4099508;8796,09;10;PLN
4099508;8622,49;20;PLN
4107061;246,86;5;PLN
4107061;243,57;10;PLN
4140326;1183,20;5;PLN
4140326;1167,43;10;PLN
4140327;175,09;5;PLN
4140327;172,75;10;PLN
4141569;22,64;5;PLN
4141569;22,34;10;PLN
4143720;108,71;5;PLN
4143720;107,25;10;PLN
4165072;109,59;5;PLN
4165072;107,89;10;PLN
4165073;197,62;5;PLN
4165073;194,56;10;PLN
4165074;166,84;5;PLN
4165074;164,25;10;PLN
4165075;181,98;5;PLN
4165075;179,16;10;PLN
4165076;215,68;5;PLN
4165076;212,33;10;PLN
4165077;269,72;5;PLN
4165077;265,53;10;PLN
4165078;43,41;5;PLN
4165078;42,73;10;PLN
4165079;43,41;5;PLN
4165079;42,73;10;PLN
4165080;45,81;5;PLN
4165080;45,10;10;PLN
4165371;45,81;5;PLN
4165371;45,10;10;PLN
4165372;45,81;5;PLN
4165372;45,10;10;PLN
4165373;48,22;5;PLN
4165373;47,48;10;PLN
4165374;48,22;5;PLN
4165374;47,48;10;PLN
4165375;59,50;5;PLN
4165375;58,57;10;PLN
4165376;59,50;5;PLN
4165376;58,57;10;PLN
4165377;62,72;5;PLN
4165377;61,75;10;PLN
4165378;62,72;5;PLN
4165378;61,75;10;PLN
4165379;62,72;5;PLN
4165379;61,75;10;PLN
4165380;62,72;5;PLN
4165380;61,75;10;PLN
4165381;62,72;5;PLN
4165381;61,75;10;PLN
4165382;197,68;5;PLN
4165382;194,61;10;PLN
4165383;157,98;5;PLN
4165383;155,52;10;PLN
4165384;231,10;5;PLN
4165384;227,51;10;PLN
4165385;136,52;5;PLN
4165385;134,40;10;PLN
4168542;4065,63;10;PLN
4203429;194,98;5;PLN
4203429;192,38;10;PLN
4233428;428,53;2;PLN
4233435;234,18;2;PLN
4233436;585,35;2;PLN
4233437;305,75;2;PLN
4233438;320,49;2;PLN
4233439;320,49;2;PLN
4233440;320,49;2;PLN
4233441;490,09;2;PLN
4233442;428,53;2;PLN
4233443;430,25;2;PLN
4259822;181,98;5;PLN
4259822;179,16;10;PLN
4274156;991,73;5;PLN
4274156;978,52;10;PLN
4274157;580,23;5;PLN
4274157;572,50;10;PLN
4282466;101,41;5;PLN
4282466;99,84;10;PLN
4282467;86,49;5;PLN
4282467;85,14;10;PLN
4282468;86,49;5;PLN
4282468;85,14;10;PLN
4282470;184,70;5;PLN
4282470;181,83;10;PLN
4282471;115,92;5;PLN
4282471;114,12;10;PLN
4282472;156,23;5;PLN
4282472;153,81;10;PLN
4282473;156,23;5;PLN
4282473;153,81;10;PLN
4282474;187,42;5;PLN
4282474;184,51;10;PLN
4282475;115,92;5;PLN
4282475;114,12;10;PLN
4285397;68,99;100;PLN
4292755;396,03;5;PLN
4292755;389,87;10;PLN
4292757;279,29;5;PLN
4292757;275,57;10;PLN
4292759;296,12;5;PLN
4292759;292,17;10;PLN
4292912;330,45;5;PLN
4292912;326,05;10;PLN
4292913;333,53;5;PLN
4292913;329,09;10;PLN
4292914;457,85;5;PLN
4292914;451,75;10;PLN
4292915;457,85;5;PLN
4292915;451,75;10;PLN
4301551;636,89;2;PLN
4301552;636,89;2;PLN
4301553;398,31;2;PLN
4301554;1433,88;2;PLN
4301555;1013,22;2;PLN
4301556;589,49;2;PLN
4301557;636,89;2;PLN
4309260;1463,89;15001;PLN
4309361;1154,09;15001;PLN
4312898;1851,10;15001;PLN
4313818;1501,43;501;PLN
4313819;2313,73;500;PLN
4313823;5305,91;501;PLN
4316145;867,84;2;PLN
4316147;649,99;2;PLN
4316148;867,84;2;PLN
4316153;1085,82;2;PLN
4316154;1085,82;2;PLN
4316155;821,77;2;PLN
4316156;1072,90;2;PLN
4316166;1412,73;2;PLN
4316170;1170,29;2;PLN
4316175;867,84;2;PLN
4334821;678,03;2;PLN
4347484;149,55;5;PLN
4347484;147,23;10;PLN
4347485;140,94;5;PLN
4347485;138,75;10;PLN
4347486;1183,24;5;PLN
4347486;1167,47;10;PLN
4347487;86,58;5;PLN
4347487;85,23;10;PLN
4347536;144,73;5;PLN
4347536;142,48;10;PLN
4395820;11221,68;9;PLN
4395820;11557,10;10;PLN
4395822;2609,82;16;PLN
4395824;1875,30;16;PLN
4395833;3213,60;16;PLN
4396670;3213,60;16;PLN
4397131;520,78;3;PLN
4397131;989,97;12;PLN
4397182;127,30;5;PLN
4397182;125,61;10;PLN
4401436;70,34;5;PLN
4401436;69,24;10;PLN
4401456;246,81;5;PLN
4401456;243,52;10;PLN
4401457;175,96;5;PLN
4401457;173,62;10;PLN
4401458;175,96;5;PLN
4401458;173,62;10;PLN
4412806;1140,39;4;PLN
4413867;171,43;100001;PLN
4413869;185,72;99989;PLN
4414855;664,81;2;PLN
4415336;375,90;12;PLN
4420520;259,36;12;PLN
4420538;260,40;16;PLN
4426986;91,43;3;PLN
4427327;20,17;5;PLN
4427327;19,90;10;PLN
4427328;26,10;5;PLN
4427328;25,75;10;PLN
4427779;3170,70;16;PLN
4429409;403,50;5;PLN
4429409;398,12;10;PLN
4429410;3948,06;5;PLN
4429410;3895,44;10;PLN
4433014;1988,20;51;PLN
4433015;3643,66;50;PLN
4434164;10850,30;1001;PLN
4434168;3897,06;1001;PLN
4434169;4901,60;1001;PLN
4434170;10850,26;1001;PLN
4434174;4013,98;1001;PLN
4434175;5049,40;1001;PLN
4434176;11175,78;1001;PLN
4434179;14586,44;1001;PLN
4441689;8910,42;12;PLN
4441831;2821,62;16;PLN
4442007;65,80;2;PLN
4442008;62,55;2;PLN
4442009;62,99;2;PLN
4442010;63,45;2;PLN
4442011;63,45;2;PLN
4442012;63,45;2;PLN
4442013;47,94;2;PLN
4442014;42,97;2;PLN
4442015;43,73;2;PLN
4442016;43,73;2;PLN
4442017;43,73;2;PLN
4442018;42,97;2;PLN
4456804;1998,26;2;PLN
4456806;2024,58;2;PLN
4456856;2024,58;2;PLN
4456899;518,61;2;PLN
4462094;1751,62;15001;PLN
4462095;2052,45;15001;PLN
4462096;2826,87;15001;PLN
4478703;91,21;1001;PLN
4482974;1370,76;15001;PLN
4482976;1004,54;15001;PLN
4482977;1003,07;15001;PLN
4482979;1003,07;15001;PLN
4482982;1514,17;15001;PLN
4482983;1506,45;15001;PLN
4482986;1514,20;15001;PLN
4482987;1506,45;15001;PLN
4482989;995,32;15001;PLN
4482990;1000,39;15001;PLN
4482991;1498,70;15001;PLN
4482992;1506,35;15001;PLN
4482997;867,39;15001;PLN
4483002;1005,62;15001;PLN
4489692;1583,73;15001;PLN
4489693;1196,52;15001;PLN
4489694;886,75;15001;PLN
4495370;171,36;1001;PLN
4497339;246,72;5;PLN
4497339;243,43;10;PLN
4511840;2329,08;16;PLN
4514398;177,30;5;PLN
4514398;174,54;10;PLN
4514399;36,18;5;PLN
4514399;35,62;10;PLN
4521454;14386,44;2;PLN
4521895;3520,63;16;PLN
4522728;91,21;1001;PLN
4534018;4792,24;38;PLN
4537071;3229,54;15001;PLN
4537072;2300,23;15001;PLN
4540793;2290,24;51;PLN
4541815;262,86;5;PLN
4541815;259,36;10;PLN
4541816;179,73;5;PLN
4541816;177,33;10;PLN
4563485;2539,83;16;PLN
4583438;77,64;7;PLN
4630883;7689,48;10;PLN
4630883;7537,71;20;PLN
4630895;5140,43;10;PLN
4630895;5038,97;20;PLN
4639212;903,67;4;PLN
4644992;1467,28;1001;PLN
4644994;2680,60;1001;PLN
4644995;4849,73;1001;PLN
4645092;741,20;1001;PLN
4645093;1401,23;1001;PLN
4645094;382,81;1001;PLN
4645095;4620,20;1001;PLN
4645096;1399,20;1001;PLN
4645097;2552,13;1001;PLN
4645098;719,06;1001;PLN
4645179;400,09;1001;PLN
4645201;753,05;1001;PLN
4651729;35,27;5;PLN
4651729;34,80;10;PLN
4653334;766,91;15001;PLN
4661187;611,99;15001;PLN
4661188;622,91;15001;PLN
4663249;30,86;5;PLN
4663249;30,44;10;PLN
4664796;23,78;5;PLN
4664796;23,46;10;PLN
4664797;441,52;5;PLN
4664797;435,64;10;PLN
4664798;197,14;5;PLN
4664798;194,08;10;PLN
4664799;249,59;5;PLN
4664799;245,71;10;PLN
4664800;72,61;5;PLN
4664800;71,48;10;PLN
4664801;72,61;5;PLN
4664801;71,48;10;PLN
4664802;81,76;5;PLN
4664802;80,49;10;PLN
4664803;81,76;5;PLN
4664803;80,49;10;PLN
4664804;112,39;5;PLN
4664804;110,65;10;PLN
4664805;130,24;5;PLN
4664805;128,21;10;PLN
4664806;151,68;5;PLN
4664806;149,32;10;PLN
4664807;143,73;5;PLN
4664807;141,81;10;PLN
4664808;47,48;5;PLN
4664808;46,84;10;PLN
4664809;83,02;5;PLN
4664809;81,92;10;PLN
4664810;23,78;5;PLN
4664810;23,46;10;PLN
4664811;112,54;5;PLN
4664811;110,79;10;PLN
4664812;112,54;5;PLN
4664812;110,79;10;PLN
4664813;112,54;5;PLN
4664813;110,79;10;PLN
4666030;2715,10;15001;PLN
4666110;426,12;15001;PLN
4666111;3308,71;15001;PLN
4666196;774,62;15001;PLN
4667613;2009,83;15001;PLN
4667614;2009,83;15001;PLN
4667657;1916,97;15001;PLN
4667658;1742,72;15001;PLN
4671604;418,38;15001;PLN
4672781;13396,89;9;PLN
4672781;14067,73;10;PLN
4672781;15168,29;15;PLN
4672782;13997,57;16;PLN
4672783;14973,57;16;PLN
4693335;213,79;5;PLN
4693335;210,47;10;PLN
4696870;3300,92;15001;PLN
4697154;2703,28;15001;PLN
4698521;2002,07;15001;PLN
4698522;2002,04;15001;PLN
4705625;1459,96;1001;PLN
4709852;547,23;2;PLN
4709856;1121,17;2;PLN
4709857;145,62;2;PLN
4709858;1261,98;2;PLN
4709860;1482,83;2;PLN
4709862;1272,29;2;PLN
4710768;678,34;10;PLN
4724349;24,13;5;PLN
4724349;23,76;10;PLN
4724350;45,00;5;PLN
4724350;44,30;10;PLN
4729622;904,93;5;PLN
4729622;892,87;10;PLN
4730159;142,19;2;PLN
4746105;1482,88;51;PLN
4749007;546,42;1001;PLN
4749008;573,77;1001;PLN
4749009;926,07;1001;PLN
4749035;904,98;5;PLN
4749035;892,92;10;PLN
4749464;973,02;1001;PLN
4749465;1874,54;1001;PLN
4749466;1967,38;1001;PLN
4760193;121,03;1001;PLN
4760194;260,09;1001;PLN
4772423;583,15;1001;PLN
4772424;611,26;1001;PLN
4772425;5666,96;1001;PLN
4772426;5952,15;1001;PLN
4782774;188,14;5;PLN
4782774;185,21;10;PLN
4782775;188,14;5;PLN
4782775;185,21;10;PLN
4782777;186,09;5;PLN
4782777;183,20;10;PLN
4799087;36,64;1001;PLN
4799088;65,20;1001;PLN
4801705;1800,69;15001;PLN
4801707;1809,96;15000;PLN
4801710;1800,73;15001;PLN
4801721;1800,76;15001;PLN
4801725;2633,19;15001;PLN
4801726;2646,73;15001;PLN
4809788;1702,52;14992;PLN
4809790;1316,13;14972;PLN
4814091;1313,80;14974;PLN
4814092;1003,07;15001;PLN
4814093;1008,25;14998;PLN
4819867;552,81;2;PLN
4819873;1727,76;2;PLN
4822848;221,75;2;PLN
4823103;437,44;501;PLN
4823105;523,28;497;PLN
4823106;1795,57;501;PLN
4823107;806,07;500;PLN
4823108;5567,07;501;PLN
4823109;1018,28;495;PLN
4823110;1530,35;501;PLN
4823185;1145,59;501;PLN
4823254;3698,34;501;PLN
4823256;807,96;501;PLN
4823969;221,70;2;PLN
4842683;1905,58;11;PLN
4842684;1706,98;10;PLN
4843068;2068,31;16;PLN
4843069;1603,37;7;PLN
4843070;1844,29;52;PLN
4843071;1565,75;11;PLN
4843074;2062,11;8;PLN
4843075;1990,42;33;PLN
4843076;1581,49;25;PLN
4843077;1850,31;13;PLN
4844927;294,72;2;PLN
4844928;451,35;2;PLN
4844930;629,85;2;PLN
4844931;665,37;2;PLN
4844932;642,05;2;PLN
4849983;266,86;9997;PLN
4849984;552,91;10000;PLN
4850127;1121,04;10000;PLN
4860364;530,91;2;PLN
4860366;636,79;2;PLN
4860369;636,79;2;PLN
4860379;747,16;2;PLN
4860381;527,22;2;PLN
4860383;756,16;2;PLN
4860385;756,16;2;PLN
4860386;100,16;2;PLN
4860396;636,79;2;PLN
4867916;5692,55;15001;PLN
4867920;4639,29;15001;PLN
4867944;5684,81;15001;PLN
4867982;4647,09;15001;PLN
4867985;552,91;9992;PLN
4867986;1105,79;10000;PLN
4871239;972,27;1000000;PLN
4874337;185,72;999745;PLN
4881306;1018,25;1000000;PLN
4882455;809,47;15001;PLN
4882613;1157,84;15001;PLN
4882919;266,19;9950;PLN
4890005;1051,26;16;PLN
4915854;798,74;501;PLN
4915855;2521,17;501;PLN
4915856;1193,01;501;PLN
4915857;1162,33;501;PLN
4915943;1681,48;501;PLN
4916397;135,46;5;PLN
4916397;133,66;10;PLN
4917825;155,32;5;PLN
4917825;153,25;10;PLN
4917826;40,35;5;PLN
4917826;39,80;10;PLN
4917835;394,34;5;PLN
4917835;389,08;10;PLN
4929098;219,95;2;PLN
4929099;202,59;2;PLN
4929100;202,77;2;PLN
4929251;339,73;2;PLN
4929252;340,91;2;PLN
4929253;339,55;2;PLN
4929254;339,55;2;PLN
4929259;410,91;2;PLN
4929260;410,60;2;PLN
4929261;410,91;2;PLN
4929262;403,60;2;PLN
4929264;419,52;2;PLN
4929267;202,59;2;PLN
4931618;2169,36;1001;PLN
4936536;5172,39;1000000;PLN
4936537;4431,75;1000000;PLN
4936655;5349,04;1000000;PLN
4936656;4584,33;1000000;PLN
4936788;6496,23;1000000;PLN
4936833;6283,45;1000000;PLN
4940688;1734,94;15001;PLN
4940716;1909,18;15001;PLN
4943457;1692,35;15001;PLN
4943458;1305,10;15001;PLN
4943459;1305,14;15001;PLN
4943460;995,36;15001;PLN
4943461;995,36;15001;PLN
4945043;171,36;1001;PLN
4962934;5247,51;14;PLN
4962934;5699,39;18;PLN
4986916;1189,32;1001;PLN
4987702;3927,11;1001;PLN
4991089;342,73;1001;PLN
4995127;17,74;2;PLN
4995265;3546,16;421;PLN
4995266;3544,88;59;PLN
4995267;4195,28;36;PLN
4995269;3565,33;81;PLN
5003672;2890,83;9;PLN
5003676;1297,54;15;PLN
5003679;67,13;16;PLN
5003682;667,11;16;PLN
5003684;1329,80;14;PLN
5003690;2903,82;16;PLN
5003692;5737,18;14;PLN
5033440;1016,37;1000000;PLN
5033441;699,57;1000000;PLN
5033472;2786,67;13;PLN
5033479;3021,58;11;PLN
5033822;8665,76;15;PLN
5033824;3353,08;11;PLN
5033825;7164,77;16;PLN
5033827;7699,23;16;PLN
5033828;6194,32;16;PLN
5049729;1741,24;11;PLN
5049737;2119,95;10;PLN
5055569;1423,70;1000000;PLN
5055712;1917,57;1000000;PLN
5079002;177,56;1001;PLN
5079003;304,39;980;PLN
5079004;314,52;1001;PLN
5079005;593,52;1001;PLN
5079006;603,65;1001;PLN
5079007;1157,38;1001;PLN
5079008;603,65;1001;PLN
5079009;177,56;1001;PLN
5079010;187,68;1001;PLN
5079011;187,68;1001;PLN
5079012;304,35;1001;PLN
5079013;314,52;1001;PLN
5079014;593,52;1001;PLN
5079015;1167,51;1001;PLN
5083041;915,75;5;PLN
5083041;903,54;10;PLN
5083623;945,04;497;PLN
5083625;1292,15;495;PLN
5083627;1429,98;495;PLN
5083629;793,63;497;PLN
5083841;777,75;1000000;PLN
5083845;469,13;1000000;PLN
5084025;1495,38;501;PLN
5084026;1185,28;501;PLN
5084027;1116,94;501;PLN
5084028;5854,70;501;PLN
5084029;1563,72;501;PLN
5085398;3762,43;3;PLN
5087470;413,45;100;PLN
5104436;136,91;2;PLN
5133941;652,86;1001;PLN
5133942;334,82;1001;PLN
5133943;191,76;1001;PLN
5134363;1344,82;998500;PLN
5247574;10833,29;16;PLN
5247575;11885,73;16;PLN
5247579;2812,13;14;PLN
5260866;2070,97;151;PLN
5263575;2062,94;501;PLN
5263641;7480,49;16;PLN
5264324;2387,19;501;PLN
5279697;3426,21;1001;PLN
5279698;6589,34;1001;PLN
5279699;12517,99;1001;PLN
5280117;3263,06;1001;PLN
5280118;6275,57;1001;PLN
5280119;11921,90;1001;PLN
5281119;772,89;11;PLN
5281119;889,77;51;PLN
5281120;861,00;11;PLN
5281120;1070,33;51;PLN
5281361;803,66;11;PLN
5281361;998,35;486;PLN
5286229;1488,96;21;PLN
5286229;1672,62;51;PLN
5286230;1613,38;21;PLN
5286230;1855,68;286;PLN
5286801;1684,48;21;PLN
5286801;1937,27;298;PLN
5286802;1163,84;21;PLN
5286802;1337,77;293;PLN
5286803;1390,17;21;PLN
5286803;1554,58;51;PLN
5286804;1435,91;21;PLN
5286804;1559,56;301;PLN
5286805;1318,72;40;PLN
5286806;1385,10;51;PLN
5286807;1293,14;21;PLN
5286807;1486,13;243;PLN
5302943;1061,33;95;PLN
5302945;2936,28;95;PLN
5302947;3316,12;95;PLN
5302948;3412,22;95;PLN
5302950;950,39;95;PLN
5302951;1703,04;95;PLN
5302953;1592,02;95;PLN
5302955;1757,31;95;PLN
5302956;3236,72;95;PLN
5353414;9107,42;13;PLN
5357391;144,31;100;PLN
5357392;162,34;100;PLN
5357393;70,72;100;PLN
5357397;138,91;100;PLN
5357401;108,24;100;PLN
